year,unitid,instnm,rating,rating_analysis,state_flagship,stabbr,fips,region,opeid,sector,iclevel,control,hbcu,hospital,medical,tribal,pset4flg,c21basic,pell_total_ftft,pell_pct_ftft,pell_total_undergrad,pell_pct_undergrad,eftotlt2,eftotlm2,eftotlw2,efaiant2,efasiat2,efbkaat2,efhispt2,efnhpit2,efwhitt2,ef2mort2,efunknt2,efnralt2,eftotlt24,eftotlm24,eftotlw24,efaiant24,efasiat24,efbkaat24,efhispt24,efnhpit24,efwhitt24,ef2mort24,efunknt24,efnralt24,urm_enroll_undergrad_t,urm_pct_undergrad_t,aian_pct_undergrad_t,asia_pct_undergrad_t,bkaa_pct_undergrad_t,hisp_pct_undergrad_t,nhpi_pct_undergrad_t,nral_pct_undergrad_t,whit_pct_undergrad_t,unkn_pct_undergrad_t,two_more_pct_undergrad_t,urm_enroll_undergrad_ftft,urm_pct_undergrad_ftft,aian_pct_undergrad_ftft,asia_pct_undergrad_ftft,bkaa_pct_undergrad_ftft,hisp_pct_undergrad_ftft,nhpi_pct_undergrad_ftft,nral_pct_undergrad_ftft,whit_pct_undergrad_ftft,unkn_pct_undergrad_ftft,two_more_pct_undergrad_ftft,fteug,fall_under_oth_trans,fall_ft_under_oth_trans,grtotlt_adj_cohort_4yr,grtotlt_completers_150pct_4yr,grtotlt_grad_rate_150pct_4yr,total_title_iv,total_title_iv_0_30,total_title_iv_30_48,total_title_iv_48_75,total_title_iv_75_110,total_title_iv_110_plus,total_grant_aid,total_grant_aid_0_30,total_grant_aid_30_48,total_grant_aid_48_75,total_grant_aid_75_110,total_grant_aid_110_plus,net_price_0_30,net_price_30_48,net_price_48_75,net_price_75_110,net_price_110_plus,endowment_end,endow_per_fte,pell_share_calc,pell_share_orig
2013,178411,Missouri University of Science and Technology,3. Highly Competitive,3. Highly Competitive,,MO,Missouri,Midwest,251700,"Public, 4-year or above",Four or more years,Public,No,No,No,No,Title IV postsecondary institution,16,268,.23999999,1511,.25868857,5841,4482,1359,26,118,254,137,11,4651,87,238,319,1119,885,234,1,28,37,28,0,933,38,44,10,428,.073275127,.0044512926,.02020202,.043485705,.023454888,.0018832391,.054613937,.79626775,.040746447,.01489471,66,.058981232,.00089365506,.025022341,.033065237,.025022341,0,.0089365505,.83378017,.039320823,.033958893,5273,373,327,1242,818,.65861511,553,121,70,125,133,104,530,121,70,120,127,92,12970.449,14907.798,18148.371,20163.82,21194.275,179588784,34058.18,.25868857,.25999999
2014,178411,Missouri University of Science and Technology,3. Highly Competitive,3. Highly Competitive,,MO,Missouri,Midwest,251700,"Public, 4-year or above",Four or more years,Public,No,No,No,No,Title IV postsecondary institution,16,301,.23999999,1572,.25581774,6145,4713,1432,24,150,264,149,11,4805,120,238,384,1244,959,285,0,39,51,28,1,1020,40,48,17,448,.072904803,.0039056144,.024410089,.042961758,.024247356,.0017900732,.06248983,.78193653,.038730673,.019528072,80,.064308681,0,.031350482,.040996786,.022508038,.00080385851,.013665595,.81993568,.038585208,.03215434,5518,424,352,1272,849,.66745281,615,124,85,117,141,148,554,124,85,116,118,111,12371.842,13707.022,16884.502,20020.865,19935.203,199954832,36236.832,.25581774,.25999999
2015,178411,Missouri University of Science and Technology,3. Highly Competitive,3. Highly Competitive,,MO,Missouri,Midwest,251700,"Public, 4-year or above",Four or more years,Public,No,No,No,No,Title IV postsecondary institution,16,291,.23,1592,.24417178,6520,4992,1528,24,182,236,181,10,4999,159,226,503,1273,992,281,4,42,31,40,1,1058,36,48,13,451,.069171779,.0036809817,.027914111,.036196318,.027760737,.0015337423,.077147238,.76671779,.034662578,.024386503,76,.059701491,.0031421839,.032992929,.024351925,.031421836,.00078554597,.010212097,.83110762,.037706207,.028279655,5839,459,339,1466,930,.63437927,629,106,95,118,144,166,585,106,95,115,125,144,12231.094,12915.159,15798.496,18088.977,18770.762,202688720,34712.918,.24417178,.23999999
2016,178411,Missouri University of Science and Technology,3. Highly Competitive,3. Highly Competitive,,MO,Missouri,Midwest,251700,"Public, 4-year or above",Four or more years,Public,No,No,No,No,Title IV postsecondary institution,16,358,.23999999,1661,.24287176,6839,5242,1597,25,208,237,210,5,5287,178,242,447,1474,1131,343,10,42,44,54,0,1229,39,38,18,477,.069747038,.0036555051,.030413803,.034654189,.030706244,.00073110103,.065360434,.77306622,.035385292,.026027197,108,.073270015,.0067842607,.028493894,.029850746,.036635008,0,.012211669,.83378559,.02578019,.026458615,6069,425,343,,,,765,145,81,148,191,200,694,145,81,145,156,167,11094.376,13618.696,15865.545,18745.164,18508.299,198468976,32702.088,.24287176,.23999999
2017,178411,Missouri University of Science and Technology,3. Highly Competitive,3. Highly Competitive,,MO,Missouri,Midwest,251700,"Public, 4-year or above",Four or more years,Public,No,No,No,No,Title IV postsecondary institution,16,370,.25,1708,.24732117,6906,5296,1610,27,234,234,230,3,5495,183,190,310,1466,1116,350,4,56,40,61,0,1231,50,10,14,494,.071532004,.0039096437,.033883579,.033883579,.033304375,.00043440488,.044888504,.79568493,.027512308,.026498698,105,.071623467,.002728513,.038199183,.027285129,.041609824,0,.0095497956,.83969986,.0068212822,.034106411,6079,397,343,,,,735,131,110,147,144,203,663,131,110,144,122,156,11786.442,11889.647,16034.489,18391.555,19448.018,199074736,32747.941,.24732117,.25
2018,178411,Missouri University of Science and Technology,3. Highly Competitive,3. Highly Competitive,,MO,Missouri,Midwest,251700,"Public, 4-year or above",Four or more years,Public,No,No,No,No,Title IV postsecondary institution,16,354,.25,1766,.25523919,6919,5268,1651,21,251,215,256,1,5595,199,139,242,1414,1086,328,1,53,50,54,0,1190,49,9,8,493,.071253069,.0030351207,.036276918,.031073855,.036999565,.00014452955,.034976151,.80864286,.020089608,.028761381,105,.074257426,.00070721359,.037482321,.035360679,.038189534,0,.0056577087,.84158415,.006364922,.034653466,6055,348,302,,,,741,134,112,129,168,198,683,132,112,126,156,157,10721.971,12273.565,15359.49,17160.332,18594.316,205910128,34006.629,.25523919,.25999999
2019,178411,Missouri University of Science and Technology,3. Highly Competitive,3. Highly Competitive,,MO,Missouri,Midwest,251700,"Public, 4-year or above",Four or more years,Public,No,No,No,No,Title IV postsecondary institution,16,323,.25,1723,.25179014,6843,5195,1648,20,260,207,262,0,5562,225,110,197,1309,1031,278,1,55,41,50,0,1061,64,11,26,489,.071459889,.0029226947,.037995033,.03024989,.038287301,0,.028788542,.81280142,.016074821,.032880317,92,.07028266,.00076394196,.042016808,.031321619,.038197096,0,.01986249,.8105424,.0084033618,.048892286,5944,316,275,,,,674,130,83,116,136,209,598,130,83,115,113,157,11411.771,11310.969,13855.406,17040.729,18431.787,213504832,35919.387,.25179014,.25
2020,178411,Missouri University of Science and Technology,3. Highly Competitive,3. Highly Competitive,,MO,Missouri,Midwest,251700,"Public, 4-year or above",Four or more years,Public,No,No,No,No,Title IV postsecondary institution,16,238,.20999999,1471,.22792067,6454,4914,1540,18,265,205,268,0,5218,210,81,189,1140,890,250,2,43,36,49,0,947,36,10,17,491,.07607685,.0027889682,.041059807,.031763248,.041524637,0,.029284164,.80849087,.012550357,.03253796,87,.07631579,.001754386,.037719298,.031578947,.042982455,0,.01491228,.83070177,.0087719299,.031578947,5638,278,229,,,,549,86,75,73,112,203,533,86,75,72,108,192,7748.8843,10344.486,12278.548,15543.065,16836.652,211860272,37577.203,.22792067,.23
2021,178411,Missouri University of Science and Technology,3. Highly Competitive,3. Highly Competitive,,MO,Missouri,Midwest,251700,"Public, 4-year or above",Four or more years,Public,No,No,No,No,Title IV postsecondary institution,16,192,.17,1303,.21420352,6083,4672,1411,15,246,204,291,0,4921,207,72,127,1099,856,243,5,50,33,61,0,896,27,20,7,510,.083840214,.0024658886,.040440571,.033536084,.047838237,0,.020877857,.80897582,.011836265,.03402926,99,.090081893,.0045495904,.045495905,.030027298,.055505004,0,.0063694268,.81528664,.018198362,.024567788,5288,259,200,,,,521,83,71,92,108,167,507,83,71,90,103,160,8071,8340,12597,15041,15340,263443296,49819.082,.21420352,.20999999
2022,178411,Missouri University of Science and Technology,3. Highly Competitive,3. Highly Competitive,,MO,Missouri,Midwest,251700,"Public, 4-year or above",Four or more years,Public,No,No,No,No,Title IV postsecondary institution,16,,,,,5696,4396,1300,21,249,178,292,0,4573,195,66,122,1180,897,283,8,71,31,71,0,940,34,13,12,491,.086200841,.0036867978,.043714888,.03125,.051264044,0,.02141854,.80284411,.011587079,.03423455,110,.093220338,.0067796609,.060169492,.026271187,.060169492,0,.010169491,.79661018,.011016949,.02881356,,234,192,,,,,,,,,,,,,,,,,,,,,,,,
2009,178615,Truman State University,2. Highly Competitive+,2. Highly Competitive+,,MO,Missouri,Midwest,249500,"Public, 4-year or above",Four or more years,Public,No,No,No,No,Title IV postsecondary institution,19,210,.16,,,5586,,,,,,,,,,,,1334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5325,176,168,1337,973,.72774869,,,,,,,,,,,,,,,,,,21749072,4084.3328,,
2010,178615,Truman State University,2. Highly Competitive+,2. Highly Competitive+,,MO,Missouri,Midwest,249500,"Public, 4-year or above",Four or more years,Public,No,No,No,No,Title IV postsecondary institution,19,242,.18000001,1021,.18672276,5468,,,,,,,,,,,,1339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5171,154,153,1416,1016,.7175141,607,83,92,132,168,132,,,,,,,10837.002,13869.666,14947.503,15582.479,15972.945,24522078,4742.2314,.18672276,.19
2011,178615,Truman State University,2. Highly Competitive+,2. Highly Competitive+,,MO,Missouri,Midwest,249500,"Public, 4-year or above",Four or more years,Public,No,No,No,No,Title IV postsecondary institution,19,279,.2,1150,.20264317,5675,2348,3327,39,129,239,166,2,4562,45,193,300,1417,535,882,3,21,44,49,1,1185,30,35,49,446,.078590311,.0068722465,.022731278,.042114537,.0292511,.00035242291,.052863438,.80387664,.034008812,.0079295151,97,.068454482,.0021171488,.014820042,.031051517,.0345801,.00070571632,.0345801,.83627379,.02470007,.02117149,5262,184,177,1374,1029,.74890828,642,97,85,139,179,142,,,,,,,8087.4531,9313.2266,14303.101,15777.163,17176.498,31882414,6058.9917,.20264317,.2
2012,178615,Truman State University,2. Highly Competitive+,2. Highly Competitive+,,MO,Missouri,Midwest,249500,"Public, 4-year or above",Four or more years,Public,No,No,No,No,Title IV postsecondary institution,19,313,.23,1178,.20380622,5780,2372,3408,28,116,236,149,2,4684,85,179,301,1377,515,862,2,22,55,33,1,1161,36,28,39,415,.071799308,.0048442907,.020069204,.040830448,.025778547,.00034602077,.052076124,.81038064,.030968858,.014705882,91,.066085696,.0014524328,.015976761,.039941903,.023965141,.00072621641,.02832244,.84313726,.020334059,.026143791,5240,210,199,1252,900,.71884984,662,120,95,132,179,136,284,120,89,67,7,1,8188.2651,10367.534,14190.147,16252.034,17182.789,33480406,6389.3906,.20380622,.2
2013,178615,Truman State University,2. Highly Competitive+,2. Highly Competitive+,,MO,Missouri,Midwest,249500,"Public, 4-year or above",Four or more years,Public,No,No,No,No,Title IV postsecondary institution,19,287,.23,1113,.18954359,5872,2384,3488,20,104,210,155,3,4775,118,140,347,1254,502,752,1,24,43,30,0,1058,35,24,39,388,.066076294,.0034059945,.017711172,.035762943,.026396457,.00051089918,.059094004,.81318122,.023841962,.020095367,74,.059011165,.00079744816,.019138755,.034290273,.023923445,0,.031100478,.84370017,.019138755,.027910685,5156,184,175,1322,997,.75416034,586,105,87,127,142,125,585,105,87,127,142,124,10024.792,11717.35,15070.992,17430.316,17726.396,38647160,7495.5703,.18954359,.19
2014,178615,Truman State University,2. Highly Competitive+,2. Highly Competitive+,,MO,Missouri,Midwest,249500,"Public, 4-year or above",Four or more years,Public,No,No,No,No,Title IV postsecondary institution,19,303,.23,1187,.20125467,5898,2387,3511,12,97,181,172,4,4805,125,127,375,1325,542,783,2,24,28,43,2,1128,27,15,56,369,.062563583,.002034588,.016446253,.03068837,.029162427,.00067819603,.063580878,.81468296,.021532724,.021193625,75,.056603774,.001509434,.018113207,.021132076,.032452829,.001509434,.042264152,.85132074,.011320755,.020377358,5072,150,146,1314,982,.74733639,626,97,86,139,164,140,619,97,86,139,162,135,8906.5381,10240.577,13510.572,15911.386,17526.395,44119948,8698.7275,.20125467,.2
2015,178615,Truman State University,2. Highly Competitive+,2. Highly Competitive+,,MO,Missouri,Midwest,249500,"Public, 4-year or above",Four or more years,Public,No,No,No,No,Title IV postsecondary institution,19,312,.23999999,1210,.20473774,5910,2411,3499,8,111,212,166,6,4759,155,104,389,1317,552,765,1,41,56,37,2,1057,48,17,58,392,.066328257,.0013536379,.018781725,.035871405,.028087987,.0010152285,.065820642,.80524534,.017597293,.026226735,96,.072892942,.00075930142,.031131359,.042520881,.028094154,.0015186028,.044039484,.80258161,.012908124,.036446471,4975,164,154,1256,905,.72054142,603,102,95,100,150,156,596,102,95,100,150,149,8919.0762,11008.896,14084.912,16352.59,18175.625,45352984,9116.1777,.20473774,.2
2016,178615,Truman State University,2. Highly Competitive+,2. Highly Competitive+,,MO,Missouri,Midwest,249500,"Public, 4-year or above",Four or more years,Public,No,No,No,No,Title IV postsecondary institution,19,309,.25,1188,.20297283,5853,2425,3428,6,127,207,166,6,4647,169,119,406,1258,502,756,2,31,51,34,0,1003,50,16,71,385,.065778233,.0010251154,.021698274,.035366479,.028361524,.0010251154,.069366135,.79395181,.020331454,.028874082,87,.069157392,.0015898251,.024642289,.040540539,.027027028,0,.056438792,.7972973,.012718601,.039745629,5175,173,160,,,,561,113,91,105,115,137,555,113,91,105,113,133,9291.9346,10282.263,13500.264,16851.361,18109.008,46031412,8894.959,.20297283,.2
2017,178615,Truman State University,2. Highly Competitive+,2. Highly Competitive+,,MO,Missouri,Midwest,249500,"Public, 4-year or above",Four or more years,Public,No,No,No,No,Title IV postsecondary institution,19,281,.22,1127,.1866203,6039,2505,3534,13,144,211,152,6,4808,169,110,426,1258,497,761,9,39,65,30,2,990,32,15,76,382,.063255504,.0021526744,.023845008,.034939561,.02516973,.00099354202,.070541479,.79615831,.018214935,.027984766,106,.084260732,.0071542133,.03100159,.051669318,.023847377,.0015898251,.060413353,.78696346,.011923688,.025437202,5175,153,144,,,,568,92,77,118,128,153,564,92,77,118,126,151,8390.6689,10209.516,13570.889,16359.64,17314.008,50918532,9839.3301,.1866203,.19
2018,178615,Truman State University,2. Highly Competitive+,2. Highly Competitive+,,MO,Missouri,Midwest,249500,"Public, 4-year or above",Four or more years,Public,No,No,No,No,Title IV postsecondary institution,19,345,.25999999,1222,.20718887,5898,2439,3459,20,161,201,166,5,4674,197,88,386,1322,537,785,4,32,48,45,0,1074,51,10,58,392,.06646321,.00339098,.027297389,.034079351,.028145134,.00084774499,.065445915,.792472,.014920312,.033401154,97,.073373675,.0030257185,.024205748,.036308624,.034039333,0,.043872919,.81240547,.0075642965,.038577911,5120,164,161,,,,618,123,90,127,147,131,612,123,90,127,146,126,8880.127,9595.5,12319.962,15672.398,17227.23,53002472,10352.045,.20718887,.20999999
2019,178615,Truman State University,2. Highly Competitive+,2. Highly Competitive+,,MO,Missouri,Midwest,249500,"Public, 4-year or above",Four or more years,Public,No,No,No,No,Title IV postsecondary institution,19,245,.22,1132,.2056686,5504,2248,3256,15,140,211,175,3,4311,200,70,379,1097,450,647,1,23,42,50,1,860,46,12,62,404,.073401161,.0027252906,.025436046,.038335755,.031795058,.00054505817,.068859011,.78324854,.012718023,.036337208,94,.085688241,.00091157702,.020966271,.038286235,.045578852,.00091157702,.056517776,.78395623,.010938925,.041932542,4727,130,124,,,,515,86,59,92,127,151,514,86,59,92,126,151,8025.9072,8773.959,12765.691,14455.97,17163.813,53638264,11347.211,.2056686,.20999999
2020,178615,Truman State University,2. Highly Competitive+,2. Highly Competitive+,,MO,Missouri,Midwest,249500,"Public, 4-year or above",Four or more years,Public,No,No,No,No,Title IV postsecondary institution,19,197,.22,915,.18526018,4939,2018,2921,15,122,185,161,2,3848,173,57,376,895,342,553,3,22,31,35,0,714,35,4,51,363,.073496662,.003037052,.024701357,.037456974,.032597691,.00040494028,.076128773,.77910507,.011540798,.035027333,69,.077094972,.0033519552,.024581006,.03463687,.039106146,0,.05698324,.79776537,.0044692736,.039106146,4214,105,98,,,,370,69,58,70,66,107,368,69,58,69,66,106,7592.9795,9373.2422,13329.851,15065.87,16818.744,54086556,12834.968,.18526018,.19
