year,unitid,instnm,rating,rating_analysis,state_flagship,stabbr,fips,region,opeid,sector,iclevel,control,hbcu,hospital,medical,tribal,pset4flg,c21basic,pell_total_ftft,pell_pct_ftft,pell_total_undergrad,pell_pct_undergrad,eftotlt2,eftotlm2,eftotlw2,efaiant2,efasiat2,efbkaat2,efhispt2,efnhpit2,efwhitt2,ef2mort2,efunknt2,efnralt2,eftotlt24,eftotlm24,eftotlw24,efaiant24,efasiat24,efbkaat24,efhispt24,efnhpit24,efwhitt24,ef2mort24,efunknt24,efnralt24,urm_enroll_undergrad_t,urm_pct_undergrad_t,aian_pct_undergrad_t,asia_pct_undergrad_t,bkaa_pct_undergrad_t,hisp_pct_undergrad_t,nhpi_pct_undergrad_t,nral_pct_undergrad_t,whit_pct_undergrad_t,unkn_pct_undergrad_t,two_more_pct_undergrad_t,urm_enroll_undergrad_ftft,urm_pct_undergrad_ftft,aian_pct_undergrad_ftft,asia_pct_undergrad_ftft,bkaa_pct_undergrad_ftft,hisp_pct_undergrad_ftft,nhpi_pct_undergrad_ftft,nral_pct_undergrad_ftft,whit_pct_undergrad_ftft,unkn_pct_undergrad_ftft,two_more_pct_undergrad_ftft,fteug,fall_under_oth_trans,fall_ft_under_oth_trans,grtotlt_adj_cohort_4yr,grtotlt_completers_150pct_4yr,grtotlt_grad_rate_150pct_4yr,total_title_iv,total_title_iv_0_30,total_title_iv_30_48,total_title_iv_48_75,total_title_iv_75_110,total_title_iv_110_plus,total_grant_aid,total_grant_aid_0_30,total_grant_aid_30_48,total_grant_aid_48_75,total_grant_aid_75_110,total_grant_aid_110_plus,net_price_0_30,net_price_30_48,net_price_48_75,net_price_75_110,net_price_110_plus,endowment_end,endow_per_fte,pell_share_calc,pell_share_orig
2018,110653,University of California-Irvine,3. Highly Competitive,3. Highly Competitive,,CA,California,Pacific,131400,"Public, 4-year or above",Four or more years,Public,No,Yes,Yes,No,Title IV postsecondary institution,15,2464,.38,12345,.42123044,29307,13871,15436,14,10455,563,7751,88,4092,1120,318,4906,6534,3032,3502,4,2453,135,1729,16,724,272,66,1135,8416,.28716689,.00047770157,.35674071,.019210428,.26447606,.0030026955,.16740029,.13962534,.01085065,.038216125,1884,.28833792,.00061218243,.37542087,.020661157,.26461586,.0024487297,.17370677,.11080502,.01010101,.041628405,30454,2990,2939,,,,3455,1227,707,618,367,536,3244,1226,707,614,347,350,9903.0137,11246.362,15183.614,22683.707,31026.494,487965664,16023.04,.42123044,.41999999
2019,110653,University of California-Irvine,3. Highly Competitive,3. Highly Competitive,,CA,California,Pacific,131400,"Public, 4-year or above",Four or more years,Public,No,Yes,Yes,No,Title IV postsecondary institution,15,1938,.34,11890,.39985204,29736,14454,15282,24,10647,614,7750,89,3986,1234,342,5050,5779,2946,2833,5,2176,152,1390,18,599,280,78,1081,8477,.28507534,.00080710248,.35805085,.020648371,.26062685,.0029930051,.16982782,.13404627,.011501211,.041498519,1565,.2708081,.00086520158,.37653574,.026302129,.24052604,.0031147257,.18705659,.10365115,.013497145,.04845129,31058,2664,2620,,,,2715,923,555,491,341,405,2552,923,555,488,329,257,10141.674,11006.443,14481.436,21063.23,31663.285,512723264,16508.572,.39985204,.40000001
2020,110653,University of California-Irvine,3. Highly Competitive,3. Highly Competitive,,CA,California,Pacific,131400,"Public, 4-year or above",Four or more years,Public,No,Yes,Yes,No,Title IV postsecondary institution,15,2307,.38,11745,.38657758,30382,14539,15843,20,10953,608,7820,75,4039,1341,355,5171,6053,2590,3463,3,2196,111,1617,13,647,264,60,1142,8523,.28052795,.00065828452,.36050951,.02001185,.25738925,.0024685669,.17019945,.13294056,.01168455,.044137977,1744,.28812158,.00049562199,.36279529,.018338013,.26714027,.0021476953,.18866678,.10688914,.0099124406,.043614738,31619,3104,3046,,,,2954,1170,634,530,266,354,2831,1170,633,527,261,240,6889.3018,8900.2617,13984.019,21665.484,31393.727,560418368,17724.102,.38657758,.38999999
2021,110653,University of California-Irvine,3. Highly Competitive,3. Highly Competitive,,CA,California,Pacific,131400,"Public, 4-year or above",Four or more years,Public,No,Yes,Yes,No,Title IV postsecondary institution,15,2262,.38999999,11371,.38366288,29638,14015,15623,21,11099,586,7455,67,3832,1389,348,4841,5742,2617,3125,3,2418,76,1283,13,639,276,69,965,8129,.27427626,.00070854981,.37448546,.019771915,.25153518,.0022606114,.1633376,.12929347,.011741683,.046865512,1375,.2394636,.00052246603,.42110762,.013235806,.2234413,.0022640196,.16805992,.11128527,.012016719,.048066877,31112,2735,2696,,,,2695,1024,671,541,209,250,2603,1024,670,538,201,170,5924,7006,10078,16780,25567,762108992,24495.66,.38366288,.38
2022,110653,University of California-Irvine,3. Highly Competitive,3. Highly Competitive,,CA,California,Pacific,131400,"Public, 4-year or above",Four or more years,Public,No,Yes,Yes,No,Title IV postsecondary institution,15,,,,,29449,13369,16080,26,10886,620,7606,57,3916,1485,374,4479,6473,2596,3877,10,2141,179,1998,7,737,391,108,902,8309,.28214881,.00088288228,.36965603,.021053346,.25827703,.0019355495,.15209346,.13297565,.012699922,.050426159,2194,.3389464,.0015448787,.33075854,.027653329,.30866677,.0010814151,.13934806,.11385756,.01668469,.060404759,,2878,2839,,,,,,,,,,,,,,,,,,,,,,,,
2009,110662,University of California-Los Angeles,1. Most Competitive,1. Most Competitive,,CA,California,Pacific,131500,"Public, 4-year or above",Four or more years,Public,No,Yes,Yes,No,Title IV postsecondary institution,15,1236,.25999999,,,26536,,,,,,,,,,,,4715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27077,3219,3112,4470,4072,.91096199,,,,,,,,,,,,,,,,,,1257843456,46454.313,,
2010,110662,University of California-Los Angeles,1. Most Competitive,1. Most Competitive,,CA,California,Pacific,131500,"Public, 4-year or above",Four or more years,Public,No,Yes,Yes,No,Title IV postsecondary institution,15,1352,.30000001,8970,.3361187,26687,,,,,,,,,,,,4457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27115,3234,3119,4632,4222,.91148531,2134,747,376,386,284,341,,,,,,,10725.975,12370.175,17711.955,25828.168,31123.789,1385944832,51113.586,.3361187,.34
2011,110662,University of California-Los Angeles,1. Most Competitive,1. Most Competitive,,CA,California,Pacific,131500,"Public, 4-year or above",Four or more years,Public,No,Yes,Yes,No,Title IV postsecondary institution,15,1487,.31999999,9417,.35994956,26162,11764,14398,82,9306,963,4165,82,8477,426,1139,1522,4626,1981,2645,2,1542,131,772,16,1361,275,228,299,5292,.20227811,.003134317,.35570675,.036809113,.15920037,.003134317,.058175981,.32401958,.043536428,.016283158,921,.19909209,.00043233894,.33333334,.028318202,.16688284,.0034587116,.064634673,.29420665,.049286641,.059446607,26561,3228,3140,5791,5262,.90865135,2253,770,390,391,306,396,,,,,,,10331.691,11715.357,16041.12,25726.779,31121.629,1588449408,59803.824,.35994956,.36000001
2012,110662,University of California-Los Angeles,1. Most Competitive,1. Most Competitive,,CA,California,Pacific,131500,"Public, 4-year or above",Four or more years,Public,No,Yes,Yes,No,Title IV postsecondary institution,15,1827,.31999999,9839,.36174124,27199,12288,14911,53,9229,898,4572,88,8602,883,860,2014,5796,2578,3218,6,1903,154,983,19,1706,304,113,608,5611,.20629434,.0019486011,.33931395,.033015918,.16809441,.003235413,.074046843,.31626162,.031618811,.03246443,1162,.2004831,.0010351967,.32832989,.026570048,.16959973,.0032781227,.10489993,.29434094,.019496204,.052449964,27911,3116,3058,5606,5074,.90510166,2699,957,491,455,341,455,1750,951,454,293,31,21,9754.541,11829.47,16171.408,25343.783,33092.164,1449869568,51946.172,.36174124,.36000001
2013,110662,University of California-Los Angeles,1. Most Competitive,1. Most Competitive,,CA,California,Pacific,131500,"Public, 4-year or above",Four or more years,Public,No,Yes,Yes,No,Title IV postsecondary institution,15,1725,.31,10127,.36244228,27941,12618,15323,50,9040,801,4896,96,8294,1154,715,2895,5608,2409,3199,5,1674,126,1038,18,1361,265,101,1020,5843,.20911922,.001789485,.3235389,.028667549,.17522638,.0034358113,.10361118,.29683977,.025589636,.041301314,1187,.21166191,.00089158345,.29850215,.022467904,.18509272,.0032097003,.18188302,.24268901,.018009985,.047253922,28634,3173,3132,5684,5201,.91502464,2368,947,426,398,258,339,2186,946,426,394,234,186,10354.678,11165.986,15905.615,24233.186,31667.852,1645694336,57473.434,.36244228,.36000001
2014,110662,University of California-Los Angeles,1. Most Competitive,1. Most Competitive,,CA,California,Pacific,131500,"Public, 4-year or above",Four or more years,Public,No,Yes,Yes,No,Title IV postsecondary institution,15,1791,.31999999,10287,.35875705,28674,12825,15849,35,8883,747,5281,104,8196,1381,671,3376,5684,2395,3289,8,1729,171,1135,18,1567,293,113,650,6167,.21507289,.001220618,.30979285,.026051475,.18417382,.0036269792,.11773732,.28583387,.02340099,.048162099,1332,.23434201,.0014074595,.30418718,.030084448,.19968332,.0031667841,.11435609,.27568614,.019880366,.051548205,29459,2821,2780,5749,5248,.91285443,2329,908,420,411,248,342,2117,906,419,409,230,153,9168.0918,10880.185,14398.027,23254.311,32348.162,1845776768,62655.785,.35875705,.36000001
2015,110662,University of California-Los Angeles,1. Most Competitive,1. Most Competitive,,CA,California,Pacific,131500,"Public, 4-year or above",Four or more years,Public,No,Yes,Yes,No,Title IV postsecondary institution,15,1724,.30000001,10444,.35244492,29633,13135,16498,42,8879,828,5819,96,8248,1410,575,3736,5753,2386,3367,11,1730,187,1179,16,1544,298,92,696,6785,.22896771,.0014173387,.29963216,.027941821,.19636892,.0032396314,.12607566,.27833834,.019404043,.047582086,1393,.24213454,.0019120459,.30071267,.032504778,.20493655,.0027811576,.12098036,.26838171,.015991656,.051799063,30464,3167,3115,5667,5221,.92129874,2336,837,460,399,264,376,2183,837,460,398,263,225,8984.0625,10134.433,14181.821,22297.119,32193.27,2654712832,87142.625,.35244492,.34999999
2016,110662,University of California-Los Angeles,1. Most Competitive,1. Most Competitive,,CA,California,Pacific,131500,"Public, 4-year or above",Four or more years,Public,No,Yes,Yes,No,Title IV postsecondary institution,15,1687,.30000001,10228,.34571573,29585,13000,16585,46,8687,883,6103,90,8028,1436,565,3747,5671,2377,3294,9,1725,193,1174,22,1517,292,112,627,7122,.24073011,.001554842,.29362851,.029846206,.20628697,.0030420821,.12665202,.27135372,.019097516,.048538111,1398,.24651738,.0015870217,.30417916,.034032799,.20701817,.0038793865,.11056251,.26750132,.019749604,.051490039,30510,3107,3053,,,,2262,842,415,390,255,360,2114,841,415,388,248,222,8910.6924,10256.32,14004.45,22489.912,32418.002,1921536640,62980.551,.34571573,.34999999
2017,110662,University of California-Los Angeles,1. Most Competitive,1. Most Competitive,,CA,California,Pacific,131500,"Public, 4-year or above",Four or more years,Public,No,Yes,Yes,No,Title IV postsecondary institution,15,1955,.30000001,10429,.33780324,30873,13380,17493,60,8844,986,6704,80,8346,1559,635,3659,6535,2599,3936,22,1851,221,1528,20,1633,372,160,728,7830,.25361967,.0019434458,.28646389,.03193729,.21714766,.0025912609,.1185178,.27033329,.020568134,.050497197,1791,.27406275,.003366488,.28324407,.033817902,.23381791,.0030604438,.11140015,.24988523,.02448355,.056924254,31867,3346,3310,,,,2725,943,518,479,303,482,2521,943,518,476,294,290,9136.4072,10607.909,13974.83,22433.191,32507.32,2176433664,68297.414,.33780324,.34
2018,110662,University of California-Los Angeles,1. Most Competitive,1. Most Competitive,,CA,California,Pacific,131500,"Public, 4-year or above",Four or more years,Public,No,Yes,Yes,No,Title IV postsecondary institution,15,1751,.28999999,10486,.33823624,31002,13216,17786,56,8709,1059,6884,87,8278,1611,673,3645,6022,2418,3604,11,1684,189,1360,13,1616,361,148,640,8086,.26082188,.0018063351,.28091735,.034159087,.22205019,.0028062705,.11757306,.26701504,.021708276,.051964391,1573,.26120889,.0018266357,.2796413,.031384923,.22583859,.0021587512,.10627698,.26834938,.024576552,.059946861,32067,3170,3130,,,,2399,900,425,390,263,421,2227,900,424,387,252,264,9318.1982,10378.851,13796.027,20849.416,30929.385,2293675264,71527.594,.33823624,.34
2019,110662,University of California-Los Angeles,1. Most Competitive,1. Most Competitive,,CA,California,Pacific,131500,"Public, 4-year or above",Four or more years,Public,No,Yes,Yes,No,Title IV postsecondary institution,15,1596,.25999999,10067,.31880799,31577,13311,18266,67,8823,1080,6994,82,8396,1735,746,3654,6233,2505,3728,16,1889,218,1236,12,1641,401,177,643,8223,.26041105,.0021217975,.27941224,.03420211,.22149032,.0025968268,.11571714,.26588973,.023624791,.054945055,1482,.23776673,.0025669823,.30306435,.034975134,.19829938,.0019252367,.1031606,.2632761,.02839724,.064334989,32468,3434,3392,,,,2129,754,388,373,237,377,1994,752,387,370,229,256,9075.3018,9819.1094,13879.811,20786.293,30500.357,2393089024,73706.078,.31880799,.31999999
2020,110662,University of California-Los Angeles,1. Most Competitive,1. Most Competitive,,CA,California,Pacific,131500,"Public, 4-year or above",Four or more years,Public,No,Yes,Yes,No,Title IV postsecondary institution,15,1484,.25,9621,.3050122,31543,13120,18423,71,8788,1063,7062,74,8327,1874,797,3487,5908,2333,3575,17,1806,213,1271,15,1488,420,152,526,8270,.26218179,.0022508956,.27860382,.03370003,.22388485,.0023460039,.11054751,.26398885,.025267096,.059410963,1516,.25660121,.0028774543,.30568719,.036052808,.21513203,.0025389302,.089031823,.25186187,.025727827,.07109005,32956,3284,3249,,,,2078,726,381,363,222,386,1926,726,381,360,217,242,9519.667,10419.279,13319.316,21802.428,31940.445,2486031104,75434.859,.3050122,.31
2021,110662,University of California-Los Angeles,1. Most Competitive,1. Most Competitive,,CA,California,Pacific,131500,"Public, 4-year or above",Four or more years,Public,No,Yes,Yes,No,Title IV postsecondary institution,15,1419,.22,8990,.28416994,31636,13103,18533,46,9157,1003,6904,61,8194,1979,1027,3265,6378,2522,3856,6,2133,186,1323,4,1573,462,220,471,8014,.253319,.0014540397,.28944874,.031704389,.21823239,.0019281831,.10320521,.25900874,.032463018,.062555313,1519,.23816243,.00094073376,.33443084,.029162748,.20743179,.00062715582,.073847599,.24662904,.034493573,.072436504,33991,3787,3743,,,,1826,665,386,311,149,315,1651,665,385,307,132,162,6772,7882,10217,16341,25628,3161977088,93023.953,.28416994,.28
2022,110662,University of California-Los Angeles,1. Most Competitive,1. Most Competitive,,CA,California,Pacific,131500,"Public, 4-year or above",Four or more years,Public,No,Yes,Yes,No,Title IV postsecondary institution,15,,,,,32122,12924,19198,52,9358,1028,6966,59,8426,2154,869,3210,6567,2427,4140,10,1866,219,1381,8,1676,515,219,673,8105,.25231928,.0016188283,.29132682,.032002989,.21686071,.0018367474,.099931508,.26231244,.02705311,.067056842,1618,.24638343,.0015227654,.28414801,.03334856,.21029389,.0012182123,.10248211,.25521547,.03334856,.078422412,,3434,3382,,,,,,,,,,,,,,,,,,,,,,,,
2009,110680,University of California-San Diego,2. Highly Competitive+,2. Highly Competitive+,,CA,California,Pacific,131700,"Public, 4-year or above",Four or more years,Public,No,Yes,Yes,No,Title IV postsecondary institution,15,1495,.34999999,,,22518,,,,,,,,,,,,4288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23930,1858,1790,3749,3272,.87276608,,,,,,,,,,,,,,,,,,388553440,16237.085,,
2010,110680,University of California-San Diego,2. Highly Competitive+,2. Highly Competitive+,,CA,California,Pacific,131700,"Public, 4-year or above",Four or more years,Public,No,Yes,Yes,No,Title IV postsecondary institution,15,1636,.44,9355,.40422589,23143,,,,,,,,,,,,3746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24575,1931,1878,3947,3442,.8720547,2274,988,450,407,210,219,,,,,,,10432.813,12392.63,17375.131,25268.041,29469.609,425014592,17294.592,.40422589,.40000001
2011,110680,University of California-San Diego,2. Highly Competitive+,2. Highly Competitive+,,CA,California,Pacific,131700,"Public, 4-year or above",Four or more years,Public,No,Yes,Yes,No,Title IV postsecondary institution,15,1847,.47,10910,.46105734,23663,11595,12068,79,11083,351,3241,73,5841,353,1567,1075,3944,1857,2087,4,1928,31,603,13,785,218,182,180,3744,.15822169,.0033385453,.46836835,.014833284,.13696489,.0030849851,.045429572,.24684106,.066221528,.014917804,651,.16506085,.0010141988,.4888438,.0078600403,.15289047,.0032961459,.045638945,.19903651,.046146046,.055273835,24709,2567,2500,3444,2911,.84523809,2467,1080,510,386,254,237,,,,,,,10504.047,12037.168,16977.625,25458.002,30860.082,495024448,20034.176,.46105734,.46000001
2012,110680,University of California-San Diego,2. Highly Competitive+,2. Highly Competitive+,,CA,California,Pacific,131700,"Public, 4-year or above",Four or more years,Public,No,Yes,Yes,No,Title IV postsecondary institution,15,1579,.46000001,10620,.46081749,23046,11400,11646,57,10237,334,3580,82,5636,641,1058,1421,3444,1583,1861,2,1411,33,715,15,706,174,27,361,4053,.17586567,.0024733143,.44419855,.014492754,.15534149,.0035581011,.061659291,.24455437,.045908183,.027813938,765,.22212544,.00058072008,.40969804,.0095818816,.20760743,.0043554008,.10481998,.20499419,.0078397216,.050522648,24272,2795,2723,4573,3928,.85895473,2049,931,392,332,192,202,1513,927,375,193,17,1,10718.493,12435.35,16690.734,23851.02,31733.381,477632192,19678.32,.46081749,.46000001
2013,110680,University of California-San Diego,2. Highly Competitive+,2. Highly Competitive+,,CA,California,Pacific,131700,"Public, 4-year or above",Four or more years,Public,No,Yes,Yes,No,Title IV postsecondary institution,15,1367,.30000001,9691,.42736813,22676,11474,11202,44,9623,278,3575,92,5457,929,705,1973,4570,2326,2244,5,1873,50,624,23,984,260,77,674,3989,.17591286,.0019403775,.42436936,.012259657,.15765567,.0040571531,.08700829,.24065091,.031090138,.040968426,702,.1536105,.0010940919,.40984681,.010940919,.13654266,.005032823,.14748359,.21531729,.016849015,.056892779,23961,2228,2161,5217,4558,.8736822,2052,684,369,388,296,315,1854,684,369,387,264,150,10329.033,11719.682,15600.208,24219.197,31371.771,550032320,22955.316,.42736813,.43000001
2014,110680,University of California-San Diego,2. Highly Competitive+,2. Highly Competitive+,,CA,California,Pacific,131700,"Public, 4-year or above",Four or more years,Public,No,Yes,Yes,No,Title IV postsecondary institution,15,1687,.31999999,9537,.40063012,23805,12270,11535,31,9545,283,3765,97,5610,1133,532,2809,5218,2611,2607,4,2047,70,810,23,1089,248,87,840,4176,.17542534,.0013022474,.4009662,.011888259,.15816005,.0040747742,.11800042,.23566477,.022348246,.047595043,907,.17382139,.00076657726,.3922959,.013415102,.15523189,.0044078189,.16098122,.20870066,.016673055,.04752779,25024,2699,2654,4913,4280,.87115812,2516,842,452,447,380,395,2277,841,449,445,347,195,9550.7148,11229.685,14655.013,23169.791,30760.564,610953344,24414.695,.40063012,.40000001
2015,110680,University of California-San Diego,2. Highly Competitive+,2. Highly Competitive+,,CA,California,Pacific,131700,"Public, 4-year or above",Four or more years,Public,No,Yes,Yes,No,Title IV postsecondary institution,15,1642,.33000001,9537,.38440144,24810,13024,11786,32,9548,292,4025,84,5574,1178,423,3654,4913,2532,2381,3,1863,48,857,9,830,222,77,1004,4433,.17867795,.0012898025,.38484481,.011769447,.16223297,.0033857315,.14727932,.22466747,.017049577,.047480855,917,.18664767,.00061062485,.37919804,.0097699976,.17443517,.0018318746,.20435579,.16893955,.015672704,.04518624,26067,2459,2402,5286,4723,.89349222,2305,814,443,452,270,326,2179,814,443,451,268,203,9560.958,11199.295,15181.697,23595.705,31689.342,820745408,31485.994,.38440144,.38
2016,110680,University of California-San Diego,2. Highly Competitive+,2. Highly Competitive+,,CA,California,Pacific,131700,"Public, 4-year or above",Four or more years,Public,No,Yes,Yes,No,Title IV postsecondary institution,15,1373,.25999999,9397,.35340354,26590,13956,12634,31,9968,329,4143,84,5699,1261,467,4608,5286,2708,2578,5,1915,57,726,11,934,245,109,1284,4587,.17250846,.0011658518,.37487778,.012373073,.15581046,.0031590823,.17329824,.21432869,.017562993,.047423843,799,.151154,.0009458948,.36227772,.010783201,.13734393,.0020809686,.2429058,.17669316,.020620506,.046348847,27693,2676,2626,,,,2121,646,394,400,302,379,1953,645,394,399,286,229,9683.3281,10761.635,15077.117,22871.154,31431.059,620260864,22397.75,.35340354,.34999999
2017,110680,University of California-San Diego,2. Highly Competitive+,2. Highly Competitive+,,CA,California,Pacific,131700,"Public, 4-year or above",Four or more years,Public,No,Yes,Yes,No,Title IV postsecondary institution,15,1757,.31,9640,.34273118,28127,14620,13507,29,10142,408,4694,82,5599,1295,480,5398,5714,2673,3041,7,1957,86,1171,13,887,257,97,1239,5213,.18533793,.0010310378,.36057881,.014505635,.16688591,.0029153482,.19191524,.19906139,.017065452,.046041172,1277,.22348617,.0012250612,.34249213,.015050752,.20493525,.0022751137,.21683584,.15523276,.016975848,.044977248,29111,2881,2811,,,,2574,854,506,468,358,388,2405,854,506,464,346,235,9645.7734,11265.979,15491.831,23515.18,31385.385,703920576,24180.57,.34273118,.34
2018,110680,University of California-San Diego,2. Highly Competitive+,2. Highly Competitive+,,CA,California,Pacific,131700,"Public, 4-year or above",Four or more years,Public,No,Yes,Yes,No,Title IV postsecondary institution,15,2054,.36000001,10374,.36289221,28587,14553,14034,25,9894,441,5284,74,5540,1337,446,5546,5690,2722,2968,1,1911,76,1284,11,1030,267,75,1035,5824,.20372897,.00087452336,.34610137,.015426593,.18483926,.0025885892,.19400427,.19379438,.015601497,.046769511,1372,.24112478,.00017574693,.33585238,.013356767,.22565906,.0019332161,.18189807,.18101934,.01318102,.046924427,29580,2862,2814,,,,2821,1058,569,485,319,390,2671,1058,568,481,310,254,9119.6641,10438.195,13916.874,20767.412,29680.988,804595584,27200.662,.36289221,.36000001
2019,110680,University of California-San Diego,2. Highly Competitive+,2. Highly Competitive+,,CA,California,Pacific,131700,"Public, 4-year or above",Four or more years,Public,No,Yes,Yes,No,Title IV postsecondary institution,15,2311,.34,11061,.36523032,30285,15195,15090,26,10248,489,6095,87,5873,1407,474,5586,6701,3230,3471,6,2326,98,1527,19,1197,305,123,1100,6697,.22113258,.00085851079,.33838534,.016146608,.20125474,.0028727092,.18444775,.19392438,.015651312,.046458643,1650,.2462319,.00089538877,.34711236,.014624683,.22787644,.0028353976,.1641546,.17863005,.01835547,.045515593,30934,3122,3061,,,,3128,1126,620,580,354,448,2972,1126,620,576,347,303,9846.6973,10583.077,14930.267,21438.85,29771.404,848205952,27419.859,.36523032,.37
2020,110680,University of California-San Diego,2. Highly Competitive+,2. Highly Competitive+,,CA,California,Pacific,131700,"Public, 4-year or above",Four or more years,Public,No,Yes,Yes,No,Title IV postsecondary institution,15,1898,.31999999,10872,.3530558,30794,15390,15404,26,10162,520,6714,79,5961,1497,434,5401,6011,3013,2998,6,1969,103,1469,11,1060,340,82,971,7339,.23832564,.00084432034,.32999936,.016886406,.21802948,.0025654349,.17539132,.19357666,.014093654,.048613366,1589,.26434869,.00099817,.32756612,.017135251,.24438529,.0018299784,.16153719,.17634337,.013641657,.056562968,32055,3162,3106,,,,2572,854,534,478,312,394,2417,854,534,475,303,251,10347.646,11772.911,15074.298,22022.59,30687.941,943060096,29420.063,.3530558,.34999999
2021,110680,University of California-San Diego,2. Highly Competitive+,2. Highly Competitive+,,CA,California,Pacific,131700,"Public, 4-year or above",Four or more years,Public,No,Yes,Yes,No,Title IV postsecondary institution,15,1550,.23999999,10628,.33377302,31842,15855,15987,28,10621,555,6938,61,6069,1660,514,5396,6423,3070,3353,3,2358,114,1207,5,1085,392,137,1122,7582,.23811318,.00087934174,.33355317,.01742981,.21788833,.0019157088,.16946171,.19059733,.016142203,.052132405,1329,.20691265,.00046707146,.36711818,.017748715,.18791842,.00077845244,.17468473,.16892418,.021329597,.061030671,34050,3334,3251,,,,2198,703,413,407,249,426,2011,703,413,404,241,250,7954,10192,13744,20125,28952,1258061056,36947.461,.33377302,.33000001
2022,110680,University of California-San Diego,2. Highly Competitive+,2. Highly Competitive+,,CA,California,Pacific,131700,"Public, 4-year or above",Four or more years,Public,No,Yes,Yes,No,Title IV postsecondary institution,15,,,,,33343,16242,17101,29,11186,543,7322,51,6325,1872,631,5384,7506,3334,4172,7,2506,99,1680,7,1444,474,190,1099,7945,.23828089,.00086974778,.33548272,.016285278,.21959631,.0015295565,.16147317,.18969499,.018924512,.05614372,1793,.23887557,.00093258725,.33386624,.013189448,.22382094,.00093258725,.1464162,.19237943,.025313083,.063149482,,3602,3524,,,,,,,,,,,,,,,,,,,,,,,,
2009,110705,University of California-Santa Barbara,2. Highly Competitive+,2. Highly Competitive+,,CA,California,Pacific,132000,"Public, 4-year or above",Four or more years,Public,No,No,No,No,Title IV postsecondary institution,15,1230,.28,,,18892,,,,,,,,,,,,4362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19791,1605,1546,4568,3699,.80976355,,,,,,,,,,,,,,,,,,124814144,6306.6113,,
2010,110705,University of California-Santa Barbara,2. Highly Competitive+,2. Highly Competitive+,,CA,California,Pacific,132000,"Public, 4-year or above",Four or more years,Public,No,No,No,No,Title IV postsecondary institution,15,1534,.34,6108,.30854717,19796,,,,,,,,,,,,4569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20351,1871,1755,3696,3042,.82305193,2500,896,447,394,307,456,,,,,,,10193.294,12280.355,18323.229,28142.273,32936.402,137212144,6742.2803,.30854717,.31
2011,110705,University of California-Santa Barbara,2. Highly Competitive+,2. Highly Competitive+,,CA,California,Pacific,132000,"Public, 4-year or above",Four or more years,Public,No,No,No,No,Title IV postsecondary institution,15,1268,.34,6842,.3566142,19186,9071,10115,132,3222,563,4372,44,8913,387,1276,277,3696,1689,2007,5,535,84,908,2,1549,299,280,34,5111,.26639217,.0068800165,.16793495,.029344313,.22787449,.002293339,.014437611,.4645575,.066506825,.020170959,999,.27029222,.0013528139,.14475109,.022727273,.24567099,.00054112554,.0091991341,.41910174,.075757578,.08089827,20070,1591,1528,4084,3328,.81488734,2039,683,324,376,267,389,,,,,,,10845.143,12292.688,17782.754,28991.893,34783.281,149147824,7431.3813,.3566142,.36000001
2012,110705,University of California-Santa Barbara,2. Highly Competitive+,2. Highly Competitive+,,CA,California,Pacific,132000,"Public, 4-year or above",Four or more years,Public,No,No,No,No,Title IV postsecondary institution,15,1590,.38999999,6922,.3717508,18620,8858,9762,47,2947,473,4459,24,8343,1067,908,352,4084,1901,2183,3,779,90,1043,4,1606,347,108,104,5003,.26868957,.0025241675,.15827067,.025402792,.23947369,.0012889366,.018904405,.44806659,.048764769,.057303973,1140,.27913809,.00073457393,.19074437,.022037219,.25538689,.0009794319,.02546523,.39324191,.026444662,.084965721,19439,1414,1356,4722,3865,.8185091,2295,890,415,425,243,322,1543,878,400,250,15,0,10201.54,11152.45,15923.603,26161.898,35330.715,136392832,7016.4531,.3717508,.37
2013,110705,University of California-Santa Barbara,2. Highly Competitive+,2. Highly Competitive+,,CA,California,Pacific,132000,"Public, 4-year or above",Four or more years,Public,No,No,No,No,Title IV postsecondary institution,15,1932,.41,7208,.37982821,18977,8955,10022,28,3249,418,4600,18,7974,1434,704,552,4722,2177,2545,7,997,96,1175,3,1691,409,116,228,5064,.26684934,.0014754703,.17120725,.022026664,.24239869,.00094851665,.029087843,.42019287,.03709754,.075565159,1281,.27128336,.0014824227,.21113935,.020330368,.24883524,.00063532399,.048284624,.35811096,.024565862,.086615838,19593,1651,1608,4597,3833,.83380467,2600,1105,482,440,259,314,2381,1104,480,437,237,123,11127.52,12700.013,16301.943,25578.373,33908.277,146928480,7499.0293,.37982821,.38
